,St. No,Depth,S.D,W.T,Salinity,Turbidity,DO,pH,TSM,NH4-N,NO2-N,NO3-N,PO4-P,SiO2-Si,TN,TP
25,26,1.0,0.0,32.1,9.93,14.0,5.5,7.78,61.0,1.9524199999999996,0.15553999999999998,0.5716600000000001,0.21717000000000003,62.48180000000001,13.333320000000002,0.8449000000000001
26,27,0.75,0.0,32.8,3.48,80.0,7.44,7.91,22.0,0.80954,0.08888,0.5474200000000001,0.14859,65.0762,11.1111,0.6307
27,28,0.75,0.5,30.5,18.96,13.0,5.89,8.2,20.8,1.6666999999999994,0.08888,0.27472,0.14859,28.16005,11.1111,0.5831
28,29,0.75,0.15,31.3,12.12,16.0,8.37,8.08,34.66,3.0476799999999993,0.11109999999999999,0.3888500000000001,0.14859,49.1855,12.22221,0.30940000000000006
29,30,0.75,0.0,32.1,2.84,150.0,5.89,8.06,32.66,1.2381200000000003,0.08888,0.32016999999999995,0.1143,84.26395000000001,15.555539999999999,0.23799999999999996
30,31,0.75,0.15,31.5,13.54,24.0,6.51,7.9,14.0,3.4762599999999995,0.11109999999999999,0.4343,0.12572999999999998,35.29465,17.77776,0.4641
31,32,0.75,0.0,33.0,6.19,40.0,9.92,8.24,22.66,1.5714599999999994,0.11109999999999999,0.20705,0.12572999999999998,65.45455,10.74073,0.4522
32,33,1.75,0.15,32.0,0.51,45.0,6.35,7.8,28.66,0.80954,0.37774,4.84901,0.3429,153.98844999999997,56.66661,0.6426000000000001
33,34,1.75,0.0,29.6,34.89,450.0,5.89,7.82,312.5,6.5114,0.36958,1.2391799999999997,0.40704999999999997,23.782,17.03702,0.4351199999999999
34,35,1.0,0.0,30.9,33.88,390.0,6.04,7.96,650.0,4.13939,0.32609999999999995,1.2391799999999997,0.33727,27.2412,15.185169999999998,0.4821599999999999
35,36,2.5,0.25,30.5,34.5,290.0,6.2,8.06,170.0,3.9533499999999995,0.23913999999999996,0.7608999999999999,0.27912000000000003,20.7552,11.1111,0.4116
0,1,0.25,0.25,33.6,15.0,14.0,6.35,8.06,27.33,7.302070000000001,0.16592,0.6912400000000001,0.13872,26.683410000000002,27.037010000000002,0.47039999999999993
1,2,2.5,0.5,30.7,13.8,9.1,6.98,8.26,28.67,1.2092599999999998,0.0732,0.5458599999999999,0.05779999999999999,43.6829,12.222209999999999,0.3528
2,3,2.25,0.5,32.9,13.55,10.9,6.27,8.31,25.0,1.2092599999999998,0.06344,1.07944,0.04624,52.472109999999994,19.62961,0.3528
3,4,2.0,1.0,32.5,14.31,4.1,6.98,8.45,15.67,1.8138900000000002,0.06344,0.46038000000000007,0.04624,31.89378,21.11109,0.34103999999999995
4,5,1.5,1.5,32.2,14.68,1.4,6.11,8.47,21.0,2.69758,0.07808,0.5409799999999999,0.06936,13.26276,24.07405,0.38808000000000004
5,6,2.75,0.5,32.6,16.57,5.1,6.66,8.42,35.67,2.9301299999999997,0.11712,0.74004,0.03468,52.41948,17.777759999999997,0.4351199999999999
6,7,2.75,0.75,31.8,16.57,6.8,6.35,8.37,30.33,0.9767099999999995,0.043919999999999994,0.14656,0.05779999999999999,52.682629999999996,10.740730000000003,0.36456
7,8,0.35,0.35,32.2,15.44,0.8,5.55,8.42,21.0,2.1394600000000006,0.06832,0.36025999999999997,0.06936,38.99883,29.259229999999995,0.4468799999999999
8,9,,,,,,,,,,,,,,,
9,10,2.0,0.25,31.0,17.19,50.0,6.35,8.36,24.0,0.2325500000000002,0.08784000000000002,0.9121799999999999,0.03468,43.84079,27.407380000000003,0.39984000000000003
10,11,1.0,1.0,31.3,17.32,1.1,4.13,8.39,6.0,1.53483,0.0488,0.28453999999999996,0.05779999999999999,74.7346,11.481469999999998,0.38808000000000004
11,12,2.25,0.25,30.1,18.7,26.0,6.03,8.26,51.0,1.4358399999999998,0.07276,0.33544,0.11619999999999997,42.9157,23.703680000000002,0.3808000000000001
12,13,1.75,0.5,31.3,20.2,11.0,4.52,8.11,32.66,1.2092599999999998,0.14152000000000003,0.5727800000000001,0.12716,40.94614,14.44443,0.588
13,14,1.5,0.5,31.4,19.7,1.9,2.7,8.17,43.67,1.2557699999999998,0.058559999999999994,0.17953999999999995,0.11560000000000001,51.10373,10.740730000000003,0.5056799999999999
14,15,2.25,0.5,32.9,21.59,3.9,8.49,8.36,39.0,1.2307199999999996,0.05136,0.11192,0.0581,54.9148,22.96294,0.7140000000000001
15,16,2.0,0.5,33.7,21.96,16.0,7.3,8.31,43.67,4.307519999999999,0.05136,0.11192,0.06971999999999999,42.159,22.59257,0.5236000000000001
16,17,1.0,0.0,34.1,27.36,50.0,7.95,8.48,88.0,3.9998399999999994,0.07276,0.21298000000000006,0.09296,30.916599999999995,22.59257,0.5236000000000001
17,18,3.0,0.75,33.0,34.76,10.0,6.51,8.18,29.4,2.1620000000000004,0.01968,0.34392000000000006,0.047920000000000004,46.735440000000004,15.769010000000002,0.4495399999999999
18,19,1.75,0.5,33.4,23.09,8.9,9.76,8.5,27.3,0.5640799999999991,0.08988000000000002,0.3999600000000001,0.13943999999999998,49.888149999999996,21.111089999999997,0.5593000000000001
19,20,1.75,0.5,33.1,23.59,19.0,7.3,8.3,33.0,2.256319999999999,0.04708,0.15702000000000005,0.06971999999999999,44.158849999999994,17.03702,0.44029999999999997
20,21,1.0,,33.7,21.59,,7.46,8.38,44.33,5.1347499999999995,0.14268,0.7663199999999999,0.047920000000000004,15.05218,26.153480000000002,0.48503
21,22,1.0,0.5,32.7,28.49,22.0,7.22,8.29,55.333,4.648299999999999,0.0492,0.35985000000000006,0.0599,28.893870000000003,11.922909999999998,0.3549
22,23,1.25,0.5,32.0,25.85,9.0,7.38,8.56,36.67,1.89175,0.04427999999999999,0.18297000000000008,0.10782000000000001,34.94632,20.76894,0.53235
23,24,1.25,0.25,33.5,30.99,11.0,7.06,8.39,46.0,4.756399999999999,0.024599999999999997,0.7026000000000001,0.13178,22.52564,23.076600000000003,0.55601
24,25,1.25,0.25,33.6,21.08,12.0,9.04,8.3,45.67,6.0536,0.03936,0.32424000000000003,0.11979999999999999,37.94623,19.2305,0.47319999999999995
25,26,1.25,0.0,33.2,14.68,26.0,6.98,8.33,33.0,2.648450000000001,0.26567999999999997,0.4615200000000001,0.29950000000000004,61.47184,22.307380000000002,0.56784
26,27,1.0,0.25,33.1,7.91,31.0,8.09,8.52,24.67,2.8646499999999993,0.03936,0.27879,0.09584000000000001,54.15627,24.61504,0.42588000000000004
27,28,1.0,0.5,33.0,28.24,8.6,6.19,8.18,47.67,6.0536,0.0492,0.35984999999999995,0.03594,13.841690000000002,11.92291,0.31941
28,29,1.0,0.25,34.5,13.93,24.0,6.27,8.09,50.0,2.5403500000000006,0.16728,0.6508200000000002,0.11979999999999999,28.630720000000004,8.846030000000003,0.5796699999999999
29,30,1.0,0.25,34.9,3.26,26.0,6.35,8.29,29.33,2.4322500000000007,0.25092000000000003,2.61243,0.07188,43.36712,11.92291,0.28392
30,31,0.75,0.5,33.8,18.45,7.3,8.25,8.36,40.33,5.069589999999999,0.0488,0.99884,0.04596,32.47271,25.185160000000003,0.38808000000000004
31,32,1.0,0.75,34.1,3.76,27.0,8.89,8.55,16.67,1.0232199999999996,0.03904,0.91336,0.05745,44.68287,14.07406,0.28223999999999994
32,33,2.25,0.25,34.2,0.25,37.0,6.43,8.09,10.67,0.2325500000000002,0.35135999999999995,4.886839999999999,0.09192,109.73,20.74072,0.36456
33,34,2.25,1.0,32.2,33.76,4.5,5.87,8.24,23.83,5.35095,0.02952,0.33408000000000004,0.15574000000000002,6.3682300000000005,10.384470000000002,0.3549
34,35,2.0,1.25,31.5,33.88,3.6,6.11,8.19,41.17,4.91855,0.024599999999999997,0.24809999999999993,0.19168000000000002,4.2630300000000005,8.46142,0.30757999999999996
35,36,2.5,1.25,31.3,33.64,4.1,6.03,8.18,33.0,3.1889499999999997,0.024599999999999997,0.29355,0.08386,5.3156300000000005,6.5383700000000005,0.27209
0,1,0.25,0.25,31.1,17.32,4.6,6.98,8.3,31.75,5.21037,0.1075,1.3505999999999998,0.052099999999999994,41.0514,19.333139999999997,0.62046
1,2,2.5,0.75,31.5,17.19,5.7,7.06,8.2,40.67,4.63144,0.0645,0.64372,0.08336,63.156,14.999849999999999,0.64344
2,3,2.75,0.75,31.6,17.57,5.8,6.66,8.2,43.25,5.3156300000000005,0.09889999999999999,0.40102,0.11461999999999999,61.36658,13.999859999999998,0.5285400000000001
3,4,2.25,2.25,31.5,15.18,1.4,7.38,8.4,34.0,7.473459999999999,0.1376,0.7789199999999998,0.21882000000000001,48.20908000000001,21.66645,0.7813200000000001
4,5,1.5,1.5,31.3,17.82,1.4,5.63,8.2,24.6,6.368229999999999,0.1333,0.6999,0.12504,40.47247,20.333129999999997,0.64344
5,6,2.35,0.75,31.4,19.2,7.0,6.98,8.2,24.4,2.6841299999999997,0.12039999999999998,0.33785999999999994,0.1042,54.36679,12.666540000000001,0.5515199999999999
6,7,2.5,0.5,31.2,20.33,6.8,5.87,8.2,41.6,4.36829,0.1333,0.57492,0.13546,43.41975,19.666469999999997,0.40214999999999995
7,8,1.25,1.25,30.0,18.7,1.0,4.6,8.1,25.2,5.9998200000000015,0.12039999999999998,0.54616,0.12504,61.36658,15.999839999999999,0.43662
8,9,0.25,0.25,30.0,17.57,0.55,4.92,8.2,19.6,7.157679999999999,0.08600000000000001,1.0388199999999999,0.13546,81.68176000000001,33.99966,0.5170500000000001
9,10,3.0,1.0,30.9,20.71,6.3,6.59,8.2,28.6,6.368229999999999,0.0473,0.66092,0.06252,54.629940000000005,14.333189999999998,0.3447
10,11,1.75,1.75,30.5,20.58,1.3,4.05,8.1,28.0,4.315659999999999,0.0731,0.42682,0.06252,60.050830000000005,22.66644,0.58599
11,12,2.5,1.5,31.4,21.71,3.7,6.69,8.3,38.67,4.57881,0.0387,0.7111799999999999,0.052099999999999994,42.94608,28.33305,0.42513
12,13,2.75,0.75,30.7,23.09,10.0,5.71,8.1,37.71,5.36826,0.0645,0.39375999999999994,0.08336,51.94581,14.333189999999998,0.44811
13,14,2.25,1.25,30.9,22.46,4.1,4.28,8.0,32.2,5.578780000000001,0.08600000000000001,1.6220599999999998,0.052099999999999994,9.78918,12.999869999999998,0.5745
14,15,2.5,0.75,31.6,23.72,5.1,6.19,8.2,33.33,0.4736700000000004,0.0172,0.27441999999999994,0.09377999999999999,40.47247,14.999849999999999,0.28725
15,16,2.25,0.5,33.0,22.34,7.3,6.82,8.2,30.67,3.7893600000000007,0.030100000000000002,0.3864999999999999,0.11461999999999999,34.52528,18.999809999999997,0.36768
16,17,1.25,0.5,32.7,22.21,6.9,5.79,8.2,30.67,1.52627,0.021500000000000002,0.64506,0.052099999999999994,48.4196,22.66644,0.29874
17,18,2.5,0.25,33.5,27.86,20.0,6.51,8.1,76.4,4.756399999999999,0.06187999999999999,0.4714000000000001,0.031740000000000004,26.585100000000004,15.517349999999999,0.55152
18,19,1.75,0.75,32.7,23.34,7.7,5.55,8.0,40.0,3.5262100000000003,0.0086,0.5746399999999998,0.052099999999999994,39.68302,15.999839999999999,0.36768
19,20,1.75,0.5,33.5,22.97,8.7,6.11,8.2,30.0,3.2630600000000003,0.0172,0.7326799999999999,0.07293999999999999,42.051370000000006,25.66641,0.3447
20,21,1.25,0.5,33.8,22.21,13.0,6.43,8.4,49.33,4.57881,0.030100000000000002,0.7614399999999999,0.073982,39.15672,29.9997,0.3447
21,22,1.0,0.25,32.7,21.21,22.0,6.98,8.1,59.2,4.702349999999999,0.09724,1.9469999999999998,0.1587,52.73118000000001,21.03463,0.6089700000000001
22,23,1.5,0.25,36.2,22.78,14.0,6.66,8.0,100.8,5.1347499999999995,0.03536,0.18683999999999998,0.031740000000000004,18.146160000000002,19.31048,0.54003
23,24,1.5,0.25,33.4,22.54,,6.27,8.1,124.0,4.9726,0.04862,0.48466,0.02116,41.07276,26.207079999999998,0.40215000000000006
24,25,1.5,0.5,34.6,15.92,8.8,6.82,8.1,84.4,7.188649999999998,0.04862,0.44021999999999994,0.02116,33.9021,25.172589999999996,0.42513000000000006
25,26,1.5,0.5,35.0,10.9,6.3,6.74,8.0,42.66,6.1076500000000005,0.057460000000000004,0.3425,0.02116,39.7557,20.689799999999998,0.42513000000000006
26,27,1.0,0.25,35.0,10.04,15.0,6.82,8.0,57.66,5.1888,0.10166,0.78714,0.08464,53.60922000000001,26.896739999999998,0.55152
27,28,1.25,0.5,32.7,19.08,12.0,6.59,8.1,26.33,3.94565,0.02652,0.41788,0.20102,19.60956,11.37939,0.6319500000000001
28,29,1.25,0.5,33.1,10.42,10.0,6.66,8.3,24.0,3.62135,0.10608,0.56052,0.22218,24.04854,12.41388,0.6549300000000001
29,30,1.25,0.25,33.5,5.52,15.0,7.06,8.2,28.4,1.8377000000000001,0.12375999999999998,1.5649599999999997,0.07406,52.73118000000001,17.58633,0.37917
30,31,1.0,0.5,34.5,15.0,4.3,7.93,8.6,32.0,3.8916000000000004,0.030939999999999995,0.8578600000000002,0.0529,20.34126,13.793199999999997,0.35619000000000006
31,32,1.0,0.25,33.5,3.89,18.0,9.12,8.7,28.4,1.4052999999999998,0.07072,1.2180399999999998,0.20102,50.487300000000005,15.862179999999999,0.6664200000000001
32,33,1.5,0.25,33.4,0.63,45.0,6.51,8.1,42.4,1.0809999999999993,0.221,4.26744,0.09522000000000001,114.39,27.586399999999998,0.4596000000000001
33,34,1.25,0.25,31.6,27.99,29.0,5.55,8.1,58.8,3.7835,0.07955999999999999,1.03144,0.01058,27.65826,17.58633,0.33321
34,35,3.75,0.25,31.9,31.63,16.0,5.47,8.1,58.33,6.1076500000000005,0.03978,0.36017999999999994,0.02116,19.95102,11.37939,0.33321
35,36,3.0,1.25,31.5,32.63,4.3,6.43,8.1,32.6,4.486149999999999,0.030939999999999995,0.28014000000000006,0.11638,5.56092,8.27592,0.43662000000000006
0,1,1.25,0.5,29.8,14.68,18.0,6.59,7.97,23.4,4.3588,0.29638,1.24892,0.10259999999999998,40.209320000000005,10.37036,0.29724999999999996
1,2,2.75,1.0,29.7,15.06,17.0,6.51,8.05,56.0,2.8716799999999996,0.17863999999999997,0.41221,0.09234,20.99937,10.74073,0.21524999999999997
2,3,3.0,1.25,29.9,15.06,15.0,6.03,8.04,20.0,3.0768,0.06902,0.20368,0.010259999999999991,41.0514,15.925909999999998,0.31775
3,4,1.75,1.75,29.9,14.68,4.01,5.79,8.25,12.8,1.6922400000000002,0.11773999999999998,0.38221000000000005,0.010259999999999991,23.52561,16.29628,0.2665
4,5,1.75,1.0,29.8,14.31,1.84,6.19,8.38,23.3,2.5127200000000003,0.07308,0.19962,0.05129999999999999,16.8416,16.66665,0.328
5,6,2.75,1.25,29.9,14.43,2.9,6.66,8.32,11.8,2.46144,0.10556,0.25804000000000005,0.05129999999999999,16.57845,17.03702,0.33825
6,7,2.85,1.35,29.9,14.81,3.1,5.87,8.08,37.67,2.6665599999999996,0.21923999999999996,0.5079600000000001,0.0,24.31506,22.96294,0.29724999999999996
7,8,1.25,1.0,29.9,12.93,2.8,6.82,7.99,20.2,1.8460800000000002,0.09337999999999999,0.3156700000000001,0.03077999999999999,13.42065,18.88887,0.287
8,9,1.25,1.25,29.9,14.18,1.62,5.39,8.25,12.8,1.33328,0.06902,0.11277999999999999,0.05129999999999999,14.683769999999999,13.333320000000002,0.48175
9,10,2.75,0.5,29.1,14.18,21.0,6.19,8.14,38.0,1.0256,0.05684,0.26131000000000004,0.05129999999999999,39.10409,9.62962,0.44075
10,11,1.5,1.5,30.0,13.05,1.88,5.08,8.11,20.86,2.10248,0.20299999999999999,2.8421499999999997,0.05129999999999999,17.63105,27.40738,0.36900000000000005
11,12,1.75,1.25,28.3,12.29,6.3,5.0,7.79,69.33,5.794640000000001,0.09337999999999999,3.6335200000000007,0.04104,60.94554,21.48146,0.3485
12,13,3.0,1.25,30.2,11.79,7.0,6.19,8.08,36.4,1.38456,0.06089999999999999,0.12090000000000001,0.05129999999999999,55.261500000000005,12.592580000000002,0.42024999999999996
13,14,1.5,1.25,30.3,11.92,5.79,5.16,8.05,36.4,2.5639999999999996,0.10149999999999999,0.39845,0.07182,37.10415,14.074059999999998,0.5125
14,15,2.25,1.0,28.3,10.42,40.0,5.71,8.09,94.0,2.25632,0.04465999999999999,1.5006400000000002,0.14364,70.05053,14.814799999999998,0.29725000000000007
15,16,2.5,0.1,29.01,9.91,170.0,6.51,8.01,123.33,4.41008,0.016239999999999997,0.25645999999999997,0.06156,66.73484,11.48147,0.33824999999999994
16,17,1.5,0.1,28.6,8.78,166.0,5.87,7.78,185.0,2.3588799999999996,0.020300000000000002,0.8432500000000002,0.010259999999999991,69.05056,14.074059999999998,0.39975
17,18,1.25,0.0,27.2,7.84,150.0,6.43,7.92,72.5,3.3333999999999997,0.18549000000000002,1.4507100000000002,0.09296,46.70308,12.75871,0.3429
18,19,2.0,0.0,28.3,8.16,61.2,5.87,7.83,156.0,3.3332,0.10149999999999999,2.67095,0.08208,77.83977000000002,18.5185,0.3177499999999999
19,20,2.0,0.25,28.4,8.28,121.0,6.43,7.97,161.0,0.46152000000000004,0.012179999999999996,0.35142000000000007,0.05129999999999999,71.62943,6.6666599999999985,0.32799999999999996
20,21,1.75,0.25,28.5,6.9,160.0,6.43,7.79,277.0,1.12816,0.06902,4.06693,0.07182,74.52408,25.185159999999996,0.2665
21,22,2.25,0.0,27.9,1.69,470.0,5.87,7.92,2656.0,3.95246,0.8862299999999999,9.00369,0.22077999999999998,63.466780000000014,41.034769999999995,0.4229099999999999
22,23,1.75,0.0,28.2,2.26,69.9,7.14,8.24,63.33,2.381,0.18574000000000002,0.3232999999999999,0.08134,81.17160000000001,15.862179999999999,0.24002999999999997
23,24,1.75,0.0,28.1,3.14,201.0,8.49,8.02,56.67,2.1429,0.09036000000000001,1.10952,0.10458,83.11266,17.931160000000002,0.21716999999999995
24,25,1.75,0.0,27.9,0.69,277.0,6.51,7.69,432.0,1.8095600000000003,0.8734799999999998,8.90736,0.6274799999999999,129.4,39.31061999999999,0.4914899999999999
25,26,1.75,0.0,27.9,0.44,290.0,6.66,7.83,532.0,0.9047799999999999,0.57228,4.4817599999999995,0.41832,106.76,33.79334,0.38862
26,27,1.0,0.0,28.1,0.81,400.0,5.71,7.96,304.0,1.1428800000000001,0.43172,3.2769999999999997,0.4067,102.93,34.483,1.38303
27,28,1.5,0.0,28.3,1.32,233.0,6.51,7.95,318.0,0.8571599999999999,0.35642,1.7524600000000001,0.19753999999999997,78.53,15.172519999999999,0.3429
28,29,1.5,0.0,28.1,0.75,255.0,6.43,7.9,648.0,2.09528,0.57228,8.00868,0.44155999999999995,74.17202,41.379599999999996,0.75438
29,30,1.5,0.0,28.1,0.63,271.0,6.59,7.5,262.0,1.3333599999999999,0.3263,4.43686,0.13943999999999998,49.1147,32.758849999999995,0.6515099999999999
30,31,1.25,0.0,28.0,1.41,170.0,7.14,8.01,32.5,1.72205,0.040159999999999994,0.21436000000000002,0.12782,50.93812,14.482859999999997,0.22859999999999997
31,32,1.25,0.0,28.0,0.25,75.0,6.43,7.62,73.0,2.4997499999999997,0.46184,2.7014799999999997,0.31373999999999996,17.82246,35.17266,0.38862
32,33,2.5,0.0,28.0,0.06,75.0,4.92,7.56,85.0,1.2776500000000002,1.1947599999999998,14.658199999999999,0.65072,107.64,36.89681,0.5943599999999999
33,34,2.3,0.0,27.5,2.22,157.0,4.92,7.64,135.0,,0.22670999999999997,5.845409999999999,0.39508,73.70146000000001,20.689799999999998,0.46862999999999994
34,35,1.5,0.0,27.6,3.0,160.0,6.43,7.58,262.0,,0.28853999999999996,4.729139999999999,0.2324,73.70146000000001,23.79327,0.48005999999999993
35,36,3.8,0.0,27.4,4.44,147.0,6.19,7.78,120.0,,0.22670999999999997,4.3910100000000005,0.22077999999999998,55.2908,25.517419999999998,0.36576
0,1,1.25,0.5,27.0,9.4462,3.51,7.2,8.6,19.14,0.20492,0.05317,0.9033899999999998,0.08464,64.1457,22.30738,0.21379999999999996
1,2,3.25,1.25,28.0,9.058,7.0,7.67,8.4,13.43,1.4344399999999997,0.00818,0.38314,0.04232,54.6336,32.30724,0.16035
2,3,3.5,1.0,29.9,6.9876000000000005,2.64,6.89,8.4,13.14,0.6147599999999998,0.01636,0.2445199999999999,0.0529,63.170100000000005,30.38419,0.22448999999999997
3,4,3.0,1.25,29.5,6.9876000000000005,2.48,7.05,8.4,16.57,0.6147599999999998,0.02863,0.14529,0.07406,52.6824,23.84582,0.20310999999999996
4,5,3.0,1.25,29.2,6.728800000000001,3.64,7.59,8.4,11.14,0.3073799999999999,0.024539999999999996,0.36678,0.07406,59.0238,31.538020000000003,0.20310999999999996
5,6,3.25,1.0,27.0,5.823,4.51,8.52,8.6,11.43,0.10245999999999991,0.03681,0.5719099999999999,0.06348,45.36540000000001,32.691849999999995,0.21379999999999996
6,7,2.5,1.0,29.1,4.787800000000001,4.49,7.79,8.7,11.43,0.7172199999999999,0.03272,1.79344,0.07406,58.389660000000006,45.768589999999996,0.14966
7,8,2.0,1.0,29.0,4.0114,5.37,7.74,8.6,14.8,0.46107000000000004,0.03681,2.8328699999999998,0.08464,49.80438000000001,21.15355,0.29932
8,9,1.25,0.75,29.0,4.787800000000001,4.73,7.12,8.3,12.0,0.81968,0.03681,2.91983,0.01058,58.73112000000001,47.69164,0.14966
9,10,4.25,0.5,29.0,4.2702,9.0,7.82,8.6,18.67,0.6147599999999998,0.24130999999999997,2.93273,0.09522000000000001,56.73114,32.30724,0.28862999999999994
10,11,1.25,0.75,29.0,3.7526,6.06,7.67,8.4,9.33,1.12706,0.057260000000000005,4.464659999999999,0.01058,49.31658000000001,31.538020000000003,0.22448999999999997
11,12,2.5,0.5,27.0,5.71,31.0,7.28,8.1,31.0,2.1951,0.80573,6.330490000000001,0.032249999999999994,63.8436,37.856840000000005,0.19565999999999997
12,13,3.25,0.25,29.5,1.29,26.6,7.34,8.4,26.4,0.9221400000000001,0.39672999999999997,10.21239,0.10579999999999999,50.0,55.76845,0.34208
13,14,1.25,0.75,29.4,4.4,7.45,6.89,8.6,13.66,0.3073799999999999,0.08589000000000001,5.87087,0.09522000000000001,67.66,41.15326999999999,0.28862999999999994
14,15,2.75,0.0,27.0,5.71,42.3,6.27,8.3,46.0,3.3658200000000003,0.52761,11.470650000000001,0.0645,116.91839999999999,48.2139,0.27174999999999994
15,16,2.75,0.0,27.8,2.5,61.8,6.67,8.5,58.0,0.81968,0.12629999999999997,3.995510000000001,0.08464,71.2188,22.69199,0.38484
16,17,2.5,0.0,27.9,2.3,75.0,7.28,8.3,84.0,1.22952,0.12629999999999997,6.280870000000001,0.01058,77.56020000000001,44.230149999999995,0.18172999999999997
17,18,1.5,0.0,27.9,0.4,833.0,6.81,7.9,458.0,1.4634000000000003,0.49079999999999996,20.839439999999996,0.4945,128.9692,53.571,0.5326299999999999
18,19,2.5,0.0,23.8,2.3,194.0,6.65,8.0,158.0,3.0738,0.31575,8.295160000000001,0.07405999999999999,62.29,58.845330000000004,0.36346
19,20,2.25,0.0,27.9,2.4,71.0,7.12,8.1,113.0,1.3832099999999998,0.18944999999999995,6.299340000000001,0.08464,62.6823,34.99951,0.42760000000000004
20,21,2.25,0.0,27.8,2.0,61.1,7.0,8.0,166.0,1.79305,0.08420000000000001,6.52702,0.07405999999999999,68.0,32.691849999999995,0.33139
21,22,2.25,0.0,27.9,0.37,470.0,6.66,7.8,536.0,0.63414,0.47034999999999993,21.6833,0.516,146.4044,61.785219999999995,0.5345
22,23,2.5,0.0,27.6,0.65,217.0,6.49,7.9,194.0,3.5860999999999996,0.31575,18.946569999999998,0.16928,82.68209999999999,85.76803000000001,0.93003
23,24,2.25,0.0,27.0,0.13,653.0,4.69,8.0,534.0,1.02438,0.42127,9.342020000000002,0.34400000000000003,75.63799999999999,56.42812,0.59785
24,25,2.25,0.0,28.0,0.05,457.0,6.89,7.7,186.0,0.92682,0.44581,15.708709999999998,0.29025,76.1508,89.285,0.56524
25,26,2.0,0.0,27.0,0.13,756.0,6.57,7.8,276.0,0.8292599999999999,0.49898,18.517870000000002,0.3225,71.5356,99.28492,0.70655
26,27,1.75,0.0,27.5,0.05,310.0,6.89,7.8,178.0,0.58536,0.49079999999999996,20.48655,0.38699999999999996,88.9708,114.99907999999998,0.7935099999999999
27,28,2.0,0.0,27.1,0.39,352.0,8.29,7.9,454.0,0.7316999999999998,0.27402999999999994,7.528760000000001,0.11825,71.02279999999999,48.57104,0.4348000000000001
28,29,1.75,0.0,23.9,0.18,368.0,6.73,7.9,312.0,1.69059,0.2526,9.582610000000003,0.25392000000000003,75.3651,57.6915,1.0903800000000001
29,30,2.0,0.0,27.6,0.05,246.0,6.73,7.8,168.0,0.53658,0.5644199999999999,19.707150000000002,0.37625,59.997600000000006,103.57060000000001,0.5869800000000001
30,31,1.75,0.5,27.3,0.85,34.2,7.67,8.09,33.5,0.8780399999999999,0.38854999999999995,6.198730000000001,0.3225,55.89520000000001,48.57104,0.48915
31,32,1.75,0.0,27.0,0.8,140.0,5.63,7.8,72.0,0.9756,0.33946999999999994,0.9936700000000003,0.17200000000000001,56.407999999999994,19.642699999999998,0.44567000000000007
32,33,2.0,0.0,27.1,0.08,157.0,7.35,7.9,124.0,1.0731600000000001,0.51943,16.69376,0.4515,76.4072,109.28484000000002,0.75003
33,34,2.25,0.0,29.0,0.13,584.0,7.99,8.1,424.0,1.3658400000000002,0.89162,22.79122,0.8707499999999999,127.6872,125.71327999999998,1.0326499999999998
34,35,1.75,0.0,29.0,0.48,511.0,7.12,7.9,270.0,1.5609600000000001,0.5480599999999999,18.58642,0.52675,102.56,103.57060000000001,0.5435
35,36,4.5,0.0,29.4,1.5,150.0,7.2,8.11,224.0,2.14632,0.33946999999999994,15.658209999999999,0.3225,91.02199999999999,61.785219999999995,0.45653999999999995
0,1,2.25,0.25,30.5,9.68,21.0,6.28,8.48,17.4,1.4210100000000003,0.09792000000000001,0.51744,0.19152,50.76720000000001,16.071299999999997,0.28574
1,2,3.0,0.5,29.5,8.47,28.0,5.42,8.49,16.6,0.84208,0.03672,0.27096,0.08512,52.81840000000001,9.642779999999998,0.15386000000000002
2,3,3.25,0.5,30.5,9.41,12.0,6.9,8.5,20.8,1.15786,0.03672,0.27096,0.11704,51.28,12.4999,0.19782
3,4,2.5,2.0,30.5,9.15,7.0,5.42,8.33,16.8,0.8947100000000001,0.048960000000000004,0.22025999999999996,0.21280000000000002,52.767120000000006,7.857080000000002,0.41762000000000005
4,5,2.0,1.25,30.5,9.01,15.9,7.67,8.69,15.6,0.42104,0.05303999999999999,0.2931000000000001,0.06384,43.69056,18.57128,0.14287000000000002
5,6,3.5,0.75,29.0,8.07,32.0,6.82,8.4,32.66666666666668,0.5789300000000002,0.048960000000000004,0.18180000000000007,0.12768000000000002,55.63880000000001,12.4999,0.24178000000000002
6,7,3.25,0.5,29.5,6.86,13.7,6.66,8.51,25.11111111111112,0.36840999999999996,0.044879999999999996,0.14742000000000005,0.21280000000000002,65.382,16.78558,0.26376000000000005
7,8,1.25,0.5,29.5,6.19,11.2,6.04,8.54,10.8,1.7894200000000002,0.13464,0.9422399999999999,0.13831999999999997,60.25399999999999,29.64262,0.19782
8,9,1.25,0.75,30.5,6.59,17.0,8.14,8.26,11.8,0.78945,0.05303999999999999,0.37002,0.08512,61.2796,11.78562,0.13188
9,10,3.25,0.75,29.0,2.69,37.0,6.97,8.43,20.2,0.4736700000000001,0.15912,6.30216,0.13831999999999997,90.50919999999999,35.714,0.24178000000000002
10,11,1.25,0.75,29.1,4.3,12.0,6.28,8.54,17.8,0.9473400000000002,0.13464,0.9807,0.9044,77.4328,16.071299999999997,1.2528600000000003
